"initial_alias","converted_alias","name","description","namespace"
"GO:0042063","ENSMUSG00000002881","Nab1","Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]","GO"
"GO:0042063","ENSMUSG00000025402","Nab2","Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]","GO"
"GO:0042063","ENSMUSG00000043924","Ncmap","noncompact myelin associated protein [Source:MGI Symbol;Acc:MGI:2444888]","GO"
"GO:0042063","ENSMUSG00000003458","Ncstn","nicastrin [Source:MGI Symbol;Acc:MGI:1891700]","GO"
"GO:0042063","ENSMUSG00000033585","Ndn","necdin [Source:MGI Symbol;Acc:MGI:97290]","GO"
"GO:0042063","ENSMUSG00000005125","Ndrg1","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]","GO"
"GO:0042063","ENSMUSG00000048015","Neurod4","neurogenic differentiation 4 [Source:MGI Symbol;Acc:MGI:108055]","GO"
"GO:0042063","ENSMUSG00000020716","Nf1","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]","GO"
"GO:0042063","ENSMUSG00000009073","Nf2","neurofibromin 2 [Source:MGI Symbol;Acc:MGI:97307]","GO"
"GO:0042063","ENSMUSG00000038615","Nfe2l1","nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]","GO"
"GO:0042063","ENSMUSG00000008575","Nfib","nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]","GO"
"GO:0042063","ENSMUSG00000001911","Nfix","nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]","GO"
"GO:0042063","ENSMUSG00000001496","Nkx2-1","NK2 homeobox 1 [Source:MGI Symbol;Acc:MGI:108067]","GO"
"GO:0042063","ENSMUSG00000027434","Nkx2-2","NK2 homeobox 2 [Source:MGI Symbol;Acc:MGI:97347]","GO"
"GO:0042063","ENSMUSG00000035187","Nkx6-1","NK6 homeobox 1 [Source:MGI Symbol;Acc:MGI:1206039]","GO"
"GO:0042063","ENSMUSG00000041309","Nkx6-2","NK6 homeobox 2 [Source:MGI Symbol;Acc:MGI:1352738]","GO"
"GO:0042063","ENSMUSG00000031302","Nlgn3","neuroligin 3 [Source:MGI Symbol;Acc:MGI:2444609]","GO"
"GO:0042063","ENSMUSG00000048616","Nog","noggin [Source:MGI Symbol;Acc:MGI:104327]","GO"
"GO:0042063","ENSMUSG00000026923","Notch1","notch 1 [Source:MGI Symbol;Acc:MGI:97363]","GO"
"GO:0042063","ENSMUSG00000020889","Nr1d1","nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]","GO"
"GO:0042063","ENSMUSG00000019803","Nr2e1","nuclear receptor subfamily 2, group E, member 1 [Source:MGI Symbol;Acc:MGI:1100526]","GO"
"GO:0042063","ENSMUSG00000062991","Nrg1","neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083]","GO"
"GO:0042063","ENSMUSG00000052384","Nrros","negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095]","GO"
"GO:0042063","ENSMUSG00000049107","Ntf3","neurotrophin 3 [Source:MGI Symbol;Acc:MGI:97380]","GO"
"GO:0042063","ENSMUSG00000055254","Ntrk2","neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]","GO"
"GO:0042063","ENSMUSG00000059146","Ntrk3","neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]","GO"
"GO:0042063","ENSMUSG00000046160","Olig1","oligodendrocyte transcription factor 1 [Source:MGI Symbol;Acc:MGI:1355334]","GO"
"GO:0042063","ENSMUSG00000039830","Olig2","oligodendrocyte transcription factor 2 [Source:MGI Symbol;Acc:MGI:1355331]","GO"
"GO:0042063","ENSMUSG00000029470","P2rx4","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]","GO"
"GO:0042063","ENSMUSG00000027765","P2ry1","purinergic receptor P2Y, G-protein coupled 1 [Source:MGI Symbol;Acc:MGI:105049]","GO"
"GO:0042063","ENSMUSG00000036353","P2ry12","purinergic receptor P2Y, G-protein coupled 12 [Source:MGI Symbol;Acc:MGI:1918089]","GO"
"GO:0042063","ENSMUSG00000020745","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]","GO"
"GO:0042063","ENSMUSG00000025812","Pard3","par-3 family cell polarity regulator [Source:MGI Symbol;Acc:MGI:2135608]","GO"
"GO:0042063","ENSMUSG00000027168","Pax6","paired box 6 [Source:MGI Symbol;Acc:MGI:97490]","GO"
"GO:0042063","ENSMUSG00000045573","Penk","preproenkephalin [Source:MGI Symbol;Acc:MGI:104629]","GO"
"GO:0042063","ENSMUSG00000053398","Phgdh","3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330]","GO"
"GO:0042063","ENSMUSG00000012520","Phox2b","paired-like homeobox 2b [Source:MGI Symbol;Acc:MGI:1100882]","GO"
"GO:0042063","ENSMUSG00000025229","Pitx3","paired-like homeodomain transcription factor 3 [Source:MGI Symbol;Acc:MGI:1100498]","GO"
"GO:0042063","ENSMUSG00000003282","Plag1","pleiomorphic adenoma gene 1 [Source:MGI Symbol;Acc:MGI:1891916]","GO"
"GO:0042063","ENSMUSG00000031425","Plp1","proteolipid protein (myelin) 1 [Source:MGI Symbol;Acc:MGI:97623]","GO"
"GO:0042063","ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3 [Source:MGI Symbol;Acc:MGI:1915166]","GO"
"GO:0042063","ENSMUSG00000090125","Pou3f1","POU domain, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]","GO"
"GO:0042063","ENSMUSG00000095139","Pou3f2","POU domain, class 3, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101895]","GO"
"GO:0042063","ENSMUSG00000000440","Pparg","peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]","GO"
"GO:0042063","ENSMUSG00000004455","Ppp1cc","protein phosphatase 1 catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:104872]","GO"
"GO:0042063","ENSMUSG00000033953","Ppp3r1","protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) [Source:MGI Symbol;Acc:MGI:107172]","GO"
"GO:0042063","ENSMUSG00000021108","Prkch","protein kinase C, eta [Source:MGI Symbol;Acc:MGI:97600]","GO"
"GO:0042063","ENSMUSG00000037643","Prkci","protein kinase C, iota [Source:MGI Symbol;Acc:MGI:99260]","GO"
"GO:0042063","ENSMUSG00000023110","Prmt5","protein arginine N-methyltransferase 5 [Source:MGI Symbol;Acc:MGI:1351645]","GO"
"GO:0042063","ENSMUSG00000024735","Prpf19","pre-mRNA processing factor 19 [Source:MGI Symbol;Acc:MGI:106247]","GO"
"GO:0042063","ENSMUSG00000053198","Prx","periaxin [Source:MGI Symbol;Acc:MGI:108176]","GO"
"GO:0042063","ENSMUSG00000019969","Psen1","presenilin 1 [Source:MGI Symbol;Acc:MGI:1202717]","GO"
"GO:0042063","ENSMUSG00000013663","Pten","phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]","GO"
"GO:0042063","ENSMUSG00000022607","Ptk2","PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481]","GO"
"GO:0042063","ENSMUSG00000059456","Ptk2b","PTK2 protein tyrosine kinase 2 beta [Source:MGI Symbol;Acc:MGI:104908]","GO"
"GO:0042063","ENSMUSG00000029838","Ptn","pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]","GO"
"GO:0042063","ENSMUSG00000043733","Ptpn11","protein tyrosine phosphatase, non-receptor type 11 [Source:MGI Symbol;Acc:MGI:99511]","GO"
"GO:0042063","ENSMUSG00000027303","Ptpra","protein tyrosine phosphatase, receptor type, A [Source:MGI Symbol;Acc:MGI:97808]","GO"
"GO:0042063","ENSMUSG00000068748","Ptprz1","protein tyrosine phosphatase, receptor type Z, polypeptide 1 [Source:MGI Symbol;Acc:MGI:97816]","GO"
"GO:0042063","ENSMUSG00000062078","Qk","quaking [Source:MGI Symbol;Acc:MGI:97837]","GO"
"GO:0042063","ENSMUSG00000024927","Rela","v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]","GO"
"GO:0042063","ENSMUSG00000042453","Reln","reelin [Source:MGI Symbol;Acc:MGI:103022]","GO"
"GO:0042063","ENSMUSG00000028945","Rheb","Ras homolog enriched in brain [Source:MGI Symbol;Acc:MGI:97912]","GO"
"GO:0042063","ENSMUSG00000007815","Rhoa","ras homolog family member A [Source:MGI Symbol;Acc:MGI:1096342]","GO"
"GO:0042063","ENSMUSG00000041740","Rnf10","ring finger protein 10 [Source:MGI Symbol;Acc:MGI:1859162]","GO"
"GO:0042063","ENSMUSG00000010086","Rnf112","ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]","GO"
"GO:0042063","ENSMUSG00000035305","Ror1","receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520]","GO"
"GO:0042063","ENSMUSG00000021464","Ror2","receptor tyrosine kinase-like orphan receptor 2 [Source:MGI Symbol;Acc:MGI:1347521]","GO"
"GO:0042063","ENSMUSG00000020458","Rtn4","reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]","GO"
"GO:0042063","ENSMUSG00000056054","S100a8","S100 calcium binding protein A8 (calgranulin A) [Source:MGI Symbol;Acc:MGI:88244]","GO"
"GO:0042063","ENSMUSG00000056071","S100a9","S100 calcium binding protein A9 (calgranulin B) [Source:MGI Symbol;Acc:MGI:1338947]","GO"
"GO:0042063","ENSMUSG00000033208","S100b","S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]","GO"
"GO:0042063","ENSMUSG00000022568","Scrib","scribbled planar cell polarity [Source:MGI Symbol;Acc:MGI:2145950]","GO"
"GO:0042063","ENSMUSG00000026249","Serpine2","serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]","GO"
"GO:0042063","ENSMUSG00000045629","Sh3tc2","SH3 domain and tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:2444417]","GO"
"GO:0042063","ENSMUSG00000002633","Shh","sonic hedgehog [Source:MGI Symbol;Acc:MGI:98297]","GO"
"GO:0042063","ENSMUSG00000015149","Sirt2","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]","GO"
"GO:0042063","ENSMUSG00000029050","Ski","ski sarcoma viral oncogene homolog (avian) [Source:MGI Symbol;Acc:MGI:98310]","GO"
"GO:0042063","ENSMUSG00000026435","Slc45a3","solute carrier family 45, member 3 [Source:MGI Symbol;Acc:MGI:1922082]","GO"
"GO:0042063","ENSMUSG00000079055","Slc8a3","solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:107976]","GO"
"GO:0042063","ENSMUSG00000032187","Smarca4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]","GO"
"GO:0042063","ENSMUSG00000001761","Smo","smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]","GO"
"GO:0042063","ENSMUSG00000021039","Snw1","SNW domain containing 1 [Source:MGI Symbol;Acc:MGI:1913604]","GO"
"GO:0042063","ENSMUSG00000038485","Socs7","suppressor of cytokine signaling 7 [Source:MGI Symbol;Acc:MGI:2651588]","GO"
"GO:0042063","ENSMUSG00000022982","Sod1","superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]","GO"
"GO:0042063","ENSMUSG00000033006","Sox10","SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]","GO"
"GO:0042063","ENSMUSG00000063632","Sox11","SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]","GO"
"GO:0042063","ENSMUSG00000076431","Sox4","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]","GO"
"GO:0042063","ENSMUSG00000041540","Sox5","SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]","GO"
"GO:0042063","ENSMUSG00000051910","Sox6","SRY (sex determining region Y)-box 6 [Source:MGI Symbol;Acc:MGI:98368]","GO"
"GO:0042063","ENSMUSG00000024176","Sox8","SRY (sex determining region Y)-box 8 [Source:MGI Symbol;Acc:MGI:98370]","GO"
"GO:0042063","ENSMUSG00000000567","Sox9","SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]","GO"
"GO:0042063","ENSMUSG00000027315","Spint1","serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]","GO"
"GO:0042063","ENSMUSG00000026425","Srgap2","SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]","GO"
"GO:0042063","ENSMUSG00000018379","Srsf1","serine/arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]","GO"
"GO:0042063","ENSMUSG00000029254","Stap1","signal transducing adaptor family member 1 [Source:MGI Symbol;Acc:MGI:1926193]","GO"
"GO:0042063","ENSMUSG00000004040","Stat3","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]","GO"
"GO:0042063","ENSMUSG00000036817","Sun1","Sad1 and UNC84 domain containing 1 [Source:MGI Symbol;Acc:MGI:1924303]","GO"
"GO:0042063","ENSMUSG00000042524","Sun2","Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]","GO"
"GO:0042063","ENSMUSG00000017548","Suz12","SUZ12 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1261758]","GO"
"GO:0042063","ENSMUSG00000063450","Syne2","spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]","GO"
"GO:0042063","ENSMUSG00000022973","Synj1","synaptojanin 1 [Source:MGI Symbol;Acc:MGI:1354961]","GO"
"GO:0042063","ENSMUSG00000028717","Tal1","T cell acute lymphocytic leukemia 1 [Source:MGI Symbol;Acc:MGI:98480]","GO"
"GO:0042063","ENSMUSG00000024985","Tcf7l2","transcription factor 7 like 2, T cell specific, HMG box [Source:MGI Symbol;Acc:MGI:1202879]","GO"
"GO:0042063","ENSMUSG00000048078","Tenm4","teneurin transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2447063]","GO"
"GO:0042063","ENSMUSG00000021611","Tert","telomerase reverse transcriptase [Source:MGI Symbol;Acc:MGI:1202709]","GO"
"GO:0042063","ENSMUSG00000002603","Tgfb1","transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]","GO"
"GO:0042063","ENSMUSG00000039239","Tgfb2","transforming growth factor, beta 2 [Source:MGI Symbol;Acc:MGI:98726]","GO"
"GO:0042063","ENSMUSG00000002489","Tiam1","T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]","GO"
"GO:0042063","ENSMUSG00000027995","Tlr2","toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]","GO"
"GO:0042063","ENSMUSG00000039005","Tlr4","toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]","GO"
"GO:0042063","ENSMUSG00000035413","Tmem98","transmembrane protein 98 [Source:MGI Symbol;Acc:MGI:1923457]","GO"
"GO:0042063","ENSMUSG00000024401","Tnf","tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]","GO"
"GO:0042063","ENSMUSG00000028599","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]","GO"
"GO:0042063","ENSMUSG00000023915","Tnfrsf21","tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]","GO"
"GO:0042063","ENSMUSG00000021573","Tppp","tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198]","GO"
"GO:0042063","ENSMUSG00000023992","Trem2","triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]","GO"
"GO:0042063","ENSMUSG00000116470","Trem2","triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]","GO"
"GO:0042063","ENSMUSG00000032554","Trf","transferrin [Source:MGI Symbol;Acc:MGI:98821]","GO"
"GO:0042063","ENSMUSG00000029026","Trp73","transformation related protein 73 [Source:MGI Symbol;Acc:MGI:1336991]","GO"
"GO:0042063","ENSMUSG00000027748","Trpc4","transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]","GO"
"GO:0042063","ENSMUSG00000027858","Tspan2","tetraspanin 2 [Source:MGI Symbol;Acc:MGI:1917997]","GO"
"GO:0042063","ENSMUSG00000041736","Tspo","translocator protein [Source:MGI Symbol;Acc:MGI:88222]","GO"
"GO:0042063","ENSMUSG00000034848","Ttc21b","tetratricopeptide repeat domain 21B [Source:MGI Symbol;Acc:MGI:1920918]","GO"
"GO:0042063","ENSMUSG00000040359","Ufl1","UFM1 specific ligase 1 [Source:MGI Symbol;Acc:MGI:1914740]","GO"
"GO:0042063","ENSMUSG00000040936","Ulk4","unc-51-like kinase 4 [Source:MGI Symbol;Acc:MGI:1921622]","GO"
"GO:0042063","ENSMUSG00000026728","Vim","vimentin [Source:MGI Symbol;Acc:MGI:98932]","GO"
"GO:0042063","ENSMUSG00000017344","Vtn","vitronectin [Source:MGI Symbol;Acc:MGI:98940]","GO"
"GO:0042063","ENSMUSG00000029636","Wasf3","WAS protein family, member 3 [Source:MGI Symbol;Acc:MGI:2658986]","GO"
"GO:0042063","ENSMUSG00000005103","Wdr1","WD repeat domain 1 [Source:MGI Symbol;Acc:MGI:1337100]","GO"
"GO:0042063","ENSMUSG00000037855","Zfp365","zinc finger protein 365 [Source:MGI Symbol;Acc:MGI:2143676]","GO"
"GO:0042063","ENSMUSG00000044519","Zfp488","zinc finger protein 488 [Source:MGI Symbol;Acc:MGI:2686052]","GO"
