"initial_alias","converted_alias","name","description","namespace"
"GO:0045202","ENSMUSG00000018362","Kpna2","karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561]","GO"
"GO:0045202","ENSMUSG00000018395","Kif3a","kinesin family member 3A [Source:MGI Symbol;Acc:MGI:107689]","GO"
"GO:0045202","ENSMUSG00000018398","Sept8","septin 8 [Source:MGI Symbol;Acc:MGI:894310]","GO"
"GO:0045202","ENSMUSG00000018411","Mapt","microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180]","GO"
"GO:0045202","ENSMUSG00000018428","Akap1","A kinase (PRKA) anchor protein 1 [Source:MGI Symbol;Acc:MGI:104729]","GO"
"GO:0045202","ENSMUSG00000018446","C1qbp","complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]","GO"
"GO:0045202","ENSMUSG00000018500","Adora2b","adenosine A2b receptor [Source:MGI Symbol;Acc:MGI:99403]","GO"
"GO:0045202","ENSMUSG00000018566","Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4 [Source:MGI Symbol;Acc:MGI:95758]","GO"
"GO:0045202","ENSMUSG00000018589","Glra2","glycine receptor, alpha 2 subunit [Source:MGI Symbol;Acc:MGI:95748]","GO"
"GO:0045202","ENSMUSG00000018593","Sparc","secreted acidic cysteine rich glycoprotein [Source:MGI Symbol;Acc:MGI:98373]","GO"
"GO:0045202","ENSMUSG00000018595","Glra4","glycine receptor, alpha 4 subunit [Source:MGI Symbol;Acc:MGI:95750]","GO"
"GO:0045202","ENSMUSG00000018736","Ndel1","nudE neurodevelopment protein 1 like 1 [Source:MGI Symbol;Acc:MGI:1932915]","GO"
"GO:0045202","ENSMUSG00000018909","Arrb1","arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]","GO"
"GO:0045202","ENSMUSG00000018965","Ywhah","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide [Source:MGI Symbol;Acc:MGI:109194]","GO"
"GO:0045202","ENSMUSG00000019066","Rab3d","RAB3D, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97844]","GO"
"GO:0045202","ENSMUSG00000019146","Cacng2","calcium channel, voltage-dependent, gamma subunit 2 [Source:MGI Symbol;Acc:MGI:1316660]","GO"
"GO:0045202","ENSMUSG00000019173","Rab5c","RAB5C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105306]","GO"
"GO:0045202","ENSMUSG00000019261","Map1s","microtubule-associated protein 1S [Source:MGI Symbol;Acc:MGI:2443304]","GO"
"GO:0045202","ENSMUSG00000019302","Atp6v0a1","ATPase, H+ transporting, lysosomal V0 subunit A1 [Source:MGI Symbol;Acc:MGI:103286]","GO"
"GO:0045202","ENSMUSG00000019370","Calm3","calmodulin 3 [Source:MGI Symbol;Acc:MGI:103249]","GO"
"GO:0045202","ENSMUSG00000019433","Gipc1","GIPC PDZ domain containing family, member 1 [Source:MGI Symbol;Acc:MGI:1926252]","GO"
"GO:0045202","ENSMUSG00000019478","Rab4a","RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]","GO"
"GO:0045202","ENSMUSG00000019558","Slc6a8","solute carrier family 6 (neurotransmitter transporter, creatine), member 8 [Source:MGI Symbol;Acc:MGI:2147834]","GO"
"GO:0045202","ENSMUSG00000019768","Esr1","estrogen receptor 1 (alpha) [Source:MGI Symbol;Acc:MGI:1352467]","GO"
"GO:0045202","ENSMUSG00000019775","Rgs17","regulator of G-protein signaling 17 [Source:MGI Symbol;Acc:MGI:1927469]","GO"
"GO:0045202","ENSMUSG00000019790","Stxbp5","syntaxin binding protein 5 (tomosyn) [Source:MGI Symbol;Acc:MGI:1926058]","GO"
"GO:0045202","ENSMUSG00000019820","Utrn","utrophin [Source:MGI Symbol;Acc:MGI:104631]","GO"
"GO:0045202","ENSMUSG00000019823","Mical1","microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:MGI Symbol;Acc:MGI:2385847]","GO"
"GO:0045202","ENSMUSG00000019828","Grm1","glutamate receptor, metabotropic 1 [Source:MGI Symbol;Acc:MGI:1351338]","GO"
"GO:0045202","ENSMUSG00000019831","Wasf1","WAS protein family, member 1 [Source:MGI Symbol;Acc:MGI:1890563]","GO"
"GO:0045202","ENSMUSG00000019843","Fyn","Fyn proto-oncogene [Source:MGI Symbol;Acc:MGI:95602]","GO"
"GO:0045202","ENSMUSG00000019846","Lama4","laminin, alpha 4 [Source:MGI Symbol;Acc:MGI:109321]","GO"
"GO:0045202","ENSMUSG00000019861","Gopc","golgi associated PDZ and coiled-coil motif containing [Source:MGI Symbol;Acc:MGI:2149946]","GO"
"GO:0045202","ENSMUSG00000019890","Nts","neurotensin [Source:MGI Symbol;Acc:MGI:1328351]","GO"
"GO:0045202","ENSMUSG00000019899","Lama2","laminin, alpha 2 [Source:MGI Symbol;Acc:MGI:99912]","GO"
"GO:0045202","ENSMUSG00000019906","Lin7a","lin-7 homolog A (C. elegans) [Source:MGI Symbol;Acc:MGI:2135609]","GO"
"GO:0045202","ENSMUSG00000019935","Slc17a8","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8 [Source:MGI Symbol;Acc:MGI:3039629]","GO"
"GO:0045202","ENSMUSG00000019943","Atp2b1","ATPase, Ca++ transporting, plasma membrane 1 [Source:MGI Symbol;Acc:MGI:104653]","GO"
"GO:0045202","ENSMUSG00000019969","Psen1","presenilin 1 [Source:MGI Symbol;Acc:MGI:1202717]","GO"
"GO:0045202","ENSMUSG00000020009","Ifngr1","interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655]","GO"
"GO:0045202","ENSMUSG00000020077","Srgn","serglycin [Source:MGI Symbol;Acc:MGI:97756]","GO"
"GO:0045202","ENSMUSG00000020091","Eif4ebp2","eukaryotic translation initiation factor 4E binding protein 2 [Source:MGI Symbol;Acc:MGI:109198]","GO"
"GO:0045202","ENSMUSG00000020102","Slc16a7","solute carrier family 16 (monocarboxylic acid transporters), member 7 [Source:MGI Symbol;Acc:MGI:1330284]","GO"
"GO:0045202","ENSMUSG00000020122","Egfr","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]","GO"
"GO:0045202","ENSMUSG00000020132","Rab21","RAB21, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894308]","GO"
"GO:0045202","ENSMUSG00000020135","Apc2","adenomatosis polyposis coli 2 [Source:MGI Symbol;Acc:MGI:1346052]","GO"
"GO:0045202","ENSMUSG00000020149","Rab1a","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]","GO"
"GO:0045202","ENSMUSG00000020152","Actr2","ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]","GO"
"GO:0045202","ENSMUSG00000020153","Ndufs7","NADH:ubiquinone oxidoreductase core subunit S7 [Source:MGI Symbol;Acc:MGI:1922656]","GO"
"GO:0045202","ENSMUSG00000020159","Gabrp","gamma-aminobutyric acid (GABA) A receptor, pi [Source:MGI Symbol;Acc:MGI:2387597]","GO"
"GO:0045202","ENSMUSG00000020178","Adora2a","adenosine A2a receptor [Source:MGI Symbol;Acc:MGI:99402]","GO"
"GO:0045202","ENSMUSG00000020182","Ddc","dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]","GO"
"GO:0045202","ENSMUSG00000020184","Mdm2","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]","GO"
"GO:0045202","ENSMUSG00000020198","Ap3d1","adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]","GO"
"GO:0045202","ENSMUSG00000020262","Adarb1","adenosine deaminase, RNA-specific, B1 [Source:MGI Symbol;Acc:MGI:891999]","GO"
"GO:0045202","ENSMUSG00000020300","Cpeb4","cytoplasmic polyadenylation element binding protein 4 [Source:MGI Symbol;Acc:MGI:1914829]","GO"
"GO:0045202","ENSMUSG00000020308","Tpgs1","tubulin polyglutamylase complex subunit 1 [Source:MGI Symbol;Acc:MGI:106618]","GO"
"GO:0045202","ENSMUSG00000020315","Sptbn1","spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]","GO"
"GO:0045202","ENSMUSG00000020331","Hcn2","hyperpolarization-activated, cyclic nucleotide-gated K+ 2 [Source:MGI Symbol;Acc:MGI:1298210]","GO"
"GO:0045202","ENSMUSG00000020340","Cyfip2","cytoplasmic FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924134]","GO"
"GO:0045202","ENSMUSG00000020349","Ppp2ca","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:1321159]","GO"
"GO:0045202","ENSMUSG00000020358","Hnrnpab","heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]","GO"
"GO:0045202","ENSMUSG00000020368","Canx","calnexin [Source:MGI Symbol;Acc:MGI:88261]","GO"
"GO:0045202","ENSMUSG00000020388","Pdlim4","PDZ and LIM domain 4 [Source:MGI Symbol;Acc:MGI:1353470]","GO"
"GO:0045202","ENSMUSG00000020396","Nefh","neurofilament, heavy polypeptide [Source:MGI Symbol;Acc:MGI:97309]","GO"
"GO:0045202","ENSMUSG00000020402","Vdac1","voltage-dependent anion channel 1 [Source:MGI Symbol;Acc:MGI:106919]","GO"
"GO:0045202","ENSMUSG00000020428","Gabra6","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6 [Source:MGI Symbol;Acc:MGI:95618]","GO"
"GO:0045202","ENSMUSG00000020431","Adcy1","adenylate cyclase 1 [Source:MGI Symbol;Acc:MGI:99677]","GO"
"GO:0045202","ENSMUSG00000020436","Gabrg2","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2 [Source:MGI Symbol;Acc:MGI:95623]","GO"
"GO:0045202","ENSMUSG00000020458","Rtn4","reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]","GO"
"GO:0045202","ENSMUSG00000020469","Myl7","myosin, light polypeptide 7, regulatory [Source:MGI Symbol;Acc:MGI:107495]","GO"
"GO:0045202","ENSMUSG00000020476","Dbnl","drebrin-like [Source:MGI Symbol;Acc:MGI:700006]","GO"
"GO:0045202","ENSMUSG00000020483","Dynll2","dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347]","GO"
"GO:0045202","ENSMUSG00000020484","Xbp1","X-box binding protein 1 [Source:MGI Symbol;Acc:MGI:98970]","GO"
"GO:0045202","ENSMUSG00000020486","Sept4","septin 4 [Source:MGI Symbol;Acc:MGI:1270156]","GO"
"GO:0045202","ENSMUSG00000020516","Rps6kb1","ribosomal protein S6 kinase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1270849]","GO"
"GO:0045202","ENSMUSG00000020524","Gria1","glutamate receptor, ionotropic, AMPA1 (alpha 1) [Source:MGI Symbol;Acc:MGI:95808]","GO"
"GO:0045202","ENSMUSG00000020570","Sypl","synaptophysin-like protein [Source:MGI Symbol;Acc:MGI:108081]","GO"
"GO:0045202","ENSMUSG00000020598","Nrcam","neuronal cell adhesion molecule [Source:MGI Symbol;Acc:MGI:104750]","GO"
"GO:0045202","ENSMUSG00000020599","Rgs9","regulator of G-protein signaling 9 [Source:MGI Symbol;Acc:MGI:1338824]","GO"
"GO:0045202","ENSMUSG00000020612","Prkar1a","protein kinase, cAMP dependent regulatory, type I, alpha [Source:MGI Symbol;Acc:MGI:104878]","GO"
"GO:0045202","ENSMUSG00000020668","Kif3c","kinesin family member 3C [Source:MGI Symbol;Acc:MGI:107979]","GO"
"GO:0045202","ENSMUSG00000020671","Rab10","RAB10, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105066]","GO"
"GO:0045202","ENSMUSG00000020689","Itgb3","integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]","GO"
"GO:0045202","ENSMUSG00000020704","Asic2","acid-sensing (proton-gated) ion channel 2 [Source:MGI Symbol;Acc:MGI:1100867]","GO"
"GO:0045202","ENSMUSG00000020708","Psmc5","protease (prosome, macropain) 26S subunit, ATPase 5 [Source:MGI Symbol;Acc:MGI:105047]","GO"
"GO:0045202","ENSMUSG00000020716","Nf1","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]","GO"
"GO:0045202","ENSMUSG00000020723","Cacng4","calcium channel, voltage-dependent, gamma subunit 4 [Source:MGI Symbol;Acc:MGI:1859167]","GO"
"GO:0045202","ENSMUSG00000020728","Cep112","centrosomal protein 112 [Source:MGI Symbol;Acc:MGI:1923673]","GO"
"GO:0045202","ENSMUSG00000020734","Grin2c","glutamate receptor, ionotropic, NMDA2C (epsilon 3) [Source:MGI Symbol;Acc:MGI:95822]","GO"
"GO:0045202","ENSMUSG00000020745","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]","GO"
"GO:0045202","ENSMUSG00000020787","P2rx1","purinergic receptor P2X, ligand-gated ion channel, 1 [Source:MGI Symbol;Acc:MGI:1098235]","GO"
"GO:0045202","ENSMUSG00000020827","Mink1","misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329]","GO"
"GO:0045202","ENSMUSG00000020838","Slc6a4","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 [Source:MGI Symbol;Acc:MGI:96285]","GO"
"GO:0045202","ENSMUSG00000020848","Doc2b","double C2, beta [Source:MGI Symbol;Acc:MGI:1100497]","GO"
"GO:0045202","ENSMUSG00000020849","Ywhae","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:894689]","GO"
"GO:0045202","ENSMUSG00000020866","Cacna1g","calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:MGI Symbol;Acc:MGI:1201678]","GO"
"GO:0045202","ENSMUSG00000020882","Cacnb1","calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]","GO"
"GO:0045202","ENSMUSG00000020883","Fbxl20","F-box and leucine-rich repeat protein 20 [Source:MGI Symbol;Acc:MGI:1919444]","GO"
"GO:0045202","ENSMUSG00000020886","Dlg4","discs large MAGUK scaffold protein 4 [Source:MGI Symbol;Acc:MGI:1277959]","GO"
"GO:0045202","ENSMUSG00000020889","Nr1d1","nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]","GO"
"GO:0045202","ENSMUSG00000020894","Vamp2","vesicle-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:1313277]","GO"
"GO:0045202","ENSMUSG00000020900","Myh10","myosin, heavy polypeptide 10, non-muscle [Source:MGI Symbol;Acc:MGI:1930780]","GO"
"GO:0045202","ENSMUSG00000020961","Ston2","stonin 2 [Source:MGI Symbol;Acc:MGI:1918272]","GO"
"GO:0045202","ENSMUSG00000021057","Akap5","A kinase (PRKA) anchor protein 5 [Source:MGI Symbol;Acc:MGI:2685104]","GO"
"GO:0045202","ENSMUSG00000021071","Trim9","tripartite motif-containing 9 [Source:MGI Symbol;Acc:MGI:2137354]","GO"
"GO:0045202","ENSMUSG00000021116","Eif2s1","eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]","GO"
"GO:0045202","ENSMUSG00000021139","Gm20498","predicted gene 20498 [Source:MGI Symbol;Acc:MGI:5141963]","GO"
"GO:0045202","ENSMUSG00000021218","Gdi2","guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]","GO"
"GO:0045202","ENSMUSG00000021224","Numb","NUMB endocytic adaptor protein [Source:MGI Symbol;Acc:MGI:107423]","GO"
"GO:0045202","ENSMUSG00000021259","Cyp46a1","cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]","GO"
"GO:0045202","ENSMUSG00000021314","Amph","amphiphysin [Source:MGI Symbol;Acc:MGI:103574]","GO"
"GO:0045202","ENSMUSG00000021337","Scgn","secretagogin, EF-hand calcium binding protein [Source:MGI Symbol;Acc:MGI:2384873]","GO"
"GO:0045202","ENSMUSG00000021373","Cap2","CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914502]","GO"
"GO:0045202","ENSMUSG00000021448","Shc3","src homology 2 domain-containing transforming protein C3 [Source:MGI Symbol;Acc:MGI:106179]","GO"
"GO:0045202","ENSMUSG00000021466","Ptch1","patched 1 [Source:MGI Symbol;Acc:MGI:105373]","GO"
"GO:0045202","ENSMUSG00000021478","Drd1","dopamine receptor D1 [Source:MGI Symbol;Acc:MGI:99578]","GO"
"GO:0045202","ENSMUSG00000021546","Hnrnpk","heterogeneous nuclear ribonucleoprotein K [Source:MGI Symbol;Acc:MGI:99894]","GO"
"GO:0045202","ENSMUSG00000021573","Tppp","tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198]","GO"
"GO:0045202","ENSMUSG00000021585","Cast","calpastatin [Source:MGI Symbol;Acc:MGI:1098236]","GO"
"GO:0045202","ENSMUSG00000021596","Mctp1","multiple C2 domains, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1926021]","GO"
"GO:0045202","ENSMUSG00000021609","Slc6a3","solute carrier family 6 (neurotransmitter transporter, dopamine), member 3 [Source:MGI Symbol;Acc:MGI:94862]","GO"
"GO:0045202","ENSMUSG00000021613","Hapln1","hyaluronan and proteoglycan link protein 1 [Source:MGI Symbol;Acc:MGI:1337006]","GO"
"GO:0045202","ENSMUSG00000021647","Cartpt","CART prepropeptide [Source:MGI Symbol;Acc:MGI:1351330]","GO"
"GO:0045202","ENSMUSG00000021680","Crhbp","corticotropin releasing hormone binding protein [Source:MGI Symbol;Acc:MGI:88497]","GO"
"GO:0045202","ENSMUSG00000021686","Ap3b1","adaptor-related protein complex 3, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1333879]","GO"
"GO:0045202","ENSMUSG00000021687","Scamp1","secretory carrier membrane protein 1 [Source:MGI Symbol;Acc:MGI:1349480]","GO"
"GO:0045202","ENSMUSG00000021700","Rab3c","RAB3C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1914545]","GO"
"GO:0045202","ENSMUSG00000021702","Thbs4","thrombospondin 4 [Source:MGI Symbol;Acc:MGI:1101779]","GO"
"GO:0045202","ENSMUSG00000021709","Erbin","Erbb2 interacting protein [Source:MGI Symbol;Acc:MGI:1890169]","GO"
"GO:0045202","ENSMUSG00000021719","Rgs7bp","regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334]","GO"
"GO:0045202","ENSMUSG00000021721","Htr1a","5-hydroxytryptamine (serotonin) receptor 1A [Source:MGI Symbol;Acc:MGI:96273]","GO"
"GO:0045202","ENSMUSG00000021728","Emb","embigin [Source:MGI Symbol;Acc:MGI:95321]","GO"
"GO:0045202","ENSMUSG00000021730","Hcn1","hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:MGI Symbol;Acc:MGI:1096392]","GO"
"GO:0045202","ENSMUSG00000021733","Slc4a7","solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:MGI Symbol;Acc:MGI:2443878]","GO"
"GO:0045202","ENSMUSG00000021750","Fam107a","family with sequence similarity 107, member A [Source:MGI Symbol;Acc:MGI:3041256]","GO"
"GO:0045202","ENSMUSG00000021771","Vdac2","voltage-dependent anion channel 2 [Source:MGI Symbol;Acc:MGI:106915]","GO"
"GO:0045202","ENSMUSG00000021782","Dlg5","discs large MAGUK scaffold protein 5 [Source:MGI Symbol;Acc:MGI:1918478]","GO"
"GO:0045202","ENSMUSG00000021816","Ppp3cb","protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]","GO"
"GO:0045202","ENSMUSG00000021820","Camk2g","calcium/calmodulin-dependent protein kinase II gamma [Source:MGI Symbol;Acc:MGI:88259]","GO"
"GO:0045202","ENSMUSG00000021838","Samd4","sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]","GO"
"GO:0045202","ENSMUSG00000021877","Arf4","ADP-ribosylation factor 4 [Source:MGI Symbol;Acc:MGI:99433]","GO"
"GO:0045202","ENSMUSG00000021936","Mapk8","mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861]","GO"
"GO:0045202","ENSMUSG00000021948","Prkcd","protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]","GO"
"GO:0045202","ENSMUSG00000021994","Wnt5a","wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]","GO"
"GO:0045202","ENSMUSG00000022009","Nufip1","nuclear fragile X mental retardation protein interacting protein 1 [Source:MGI Symbol;Acc:MGI:1351474]","GO"
"GO:0045202","ENSMUSG00000022037","Clu","clusterin [Source:MGI Symbol;Acc:MGI:88423]","GO"
"GO:0045202","ENSMUSG00000022041","Chrna2","cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87886]","GO"
"GO:0045202","ENSMUSG00000022048","Dpysl2","dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763]","GO"
"GO:0045202","ENSMUSG00000022052","Ppp2r2a","protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]","GO"
"GO:0045202","ENSMUSG00000022055","Nefl","neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]","GO"
"GO:0045202","ENSMUSG00000022092","Ppp3cc","protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]","GO"
"GO:0045202","ENSMUSG00000022099","Dmtn","dematin actin binding protein [Source:MGI Symbol;Acc:MGI:99670]","GO"
"GO:0045202","ENSMUSG00000022159","Rab2b","RAB2B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923588]","GO"
"GO:0045202","ENSMUSG00000022191","Drosha","drosha, ribonuclease type III [Source:MGI Symbol;Acc:MGI:1261425]","GO"
"GO:0045202","ENSMUSG00000022197","Pdzd2","PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394]","GO"
"GO:0045202","ENSMUSG00000022261","Sdc2","syndecan 2 [Source:MGI Symbol;Acc:MGI:1349165]","GO"
"GO:0045202","ENSMUSG00000022280","Rnf19a","ring finger protein 19A [Source:MGI Symbol;Acc:MGI:1353623]","GO"
"GO:0045202","ENSMUSG00000022283","Pabpc1","poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]","GO"
"GO:0045202","ENSMUSG00000022285","Ywhaz","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]","GO"
"GO:0045202","ENSMUSG00000022296","Baalc","brain and acute leukemia, cytoplasmic [Source:MGI Symbol;Acc:MGI:1928704]","GO"
"GO:0045202","ENSMUSG00000022321","Cdh10","cadherin 10 [Source:MGI Symbol;Acc:MGI:107436]","GO"
"GO:0045202","ENSMUSG00000022376","Adcy8","adenylate cyclase 8 [Source:MGI Symbol;Acc:MGI:1341110]","GO"
"GO:0045202","ENSMUSG00000022377","Asap1","ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]","GO"
"GO:0045202","ENSMUSG00000022415","Syngr1","synaptogyrin 1 [Source:MGI Symbol;Acc:MGI:1328323]","GO"
"GO:0045202","ENSMUSG00000022443","Myh9","myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]","GO"
"GO:0045202","ENSMUSG00000022456","Sept3","septin 3 [Source:MGI Symbol;Acc:MGI:1345148]","GO"
"GO:0045202","ENSMUSG00000022469","Rapgef3","Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]","GO"
"GO:0045202","ENSMUSG00000022494","Shisa9","shisa family member 9 [Source:MGI Symbol;Acc:MGI:1919805]","GO"
"GO:0045202","ENSMUSG00000022514","Il1rap","interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975]","GO"
"GO:0045202","ENSMUSG00000022523","Fgf12","fibroblast growth factor 12 [Source:MGI Symbol;Acc:MGI:109183]","GO"
"GO:0045202","ENSMUSG00000022540","Rogdi","rogdi homolog [Source:MGI Symbol;Acc:MGI:1913299]","GO"
"GO:0045202","ENSMUSG00000022552","Sharpin","SHANK-associated RH domain interacting protein [Source:MGI Symbol;Acc:MGI:1913331]","GO"
"GO:0045202","ENSMUSG00000022553","Maf1","MAF1 homolog, negative regulator of RNA polymerase III [Source:MGI Symbol;Acc:MGI:1916127]","GO"
"GO:0045202","ENSMUSG00000022568","Scrib","scribbled planar cell polarity [Source:MGI Symbol;Acc:MGI:2145950]","GO"
"GO:0045202","ENSMUSG00000022577","Ly6h","lymphocyte antigen 6 complex, locus H [Source:MGI Symbol;Acc:MGI:1346030]","GO"
"GO:0045202","ENSMUSG00000022582","Ly6g","lymphocyte antigen 6 complex, locus G [Source:MGI Symbol;Acc:MGI:109440]","GO"
"GO:0045202","ENSMUSG00000022583","Ly6f","lymphocyte antigen 6 complex, locus F [Source:MGI Symbol;Acc:MGI:109441]","GO"
"GO:0045202","ENSMUSG00000022584","Ly6c2","lymphocyte antigen 6 complex, locus C2 [Source:MGI Symbol;Acc:MGI:3712069]","GO"
"GO:0045202","ENSMUSG00000022586","Ly6i","lymphocyte antigen 6 complex, locus I [Source:MGI Symbol;Acc:MGI:1888480]","GO"
"GO:0045202","ENSMUSG00000022594","Lynx1","Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180]","GO"
"GO:0045202","ENSMUSG00000022602","Arc","activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]","GO"
"GO:0045202","ENSMUSG00000022607","Ptk2","PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481]","GO"
"GO:0045202","ENSMUSG00000022619","Mapk8ip2","mitogen-activated protein kinase 8 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1926555]","GO"
"GO:0045202","ENSMUSG00000022623","Shank3","SH3 and multiple ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1930016]","GO"
"GO:0045202","ENSMUSG00000022656","Nectin3","nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]","GO"
"GO:0045202","ENSMUSG00000022678","Nde1","nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]","GO"
"GO:0045202","ENSMUSG00000022705","Drd3","dopamine receptor D3 [Source:MGI Symbol;Acc:MGI:94925]","GO"
"GO:0045202","ENSMUSG00000022718","Dgcr8","DGCR8, microprocessor complex subunit [Source:MGI Symbol;Acc:MGI:2151114]","GO"
"GO:0045202","ENSMUSG00000022758","P2rx6","purinergic receptor P2X, ligand-gated ion channel, 6 [Source:MGI Symbol;Acc:MGI:1337113]","GO"
"GO:0045202","ENSMUSG00000022765","Snap29","synaptosomal-associated protein 29 [Source:MGI Symbol;Acc:MGI:1914724]","GO"
"GO:0045202","ENSMUSG00000022770","Dlg1","discs large MAGUK scaffold protein 1 [Source:MGI Symbol;Acc:MGI:107231]","GO"
"GO:0045202","ENSMUSG00000022781","Pak2","p21 (RAC1) activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]","GO"
"GO:0045202","ENSMUSG00000022789","Dnm1l","dynamin 1-like [Source:MGI Symbol;Acc:MGI:1921256]","GO"
"GO:0045202","ENSMUSG00000022790","Igsf11","immunoglobulin superfamily, member 11 [Source:MGI Symbol;Acc:MGI:2388477]","GO"
"GO:0045202","ENSMUSG00000022812","Gsk3b","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]","GO"
